instance_id,order,class_index,presentation_seed,hidden_rows,seed_rows,seed_digest,target_digest,block_size,policy,tie_repetition,tie_seed,max_nodes,max_seconds,solved,termination,elapsed_seconds,nodes,backtracks,dead_ends,candidate_evaluations,exact_prunes,symmetry_prunes,completed_rows,scoring_calls,scoring_seconds,solution_digest,verification_passed
d16-c0-h4-s21864815,16,0,21864815,4,12,48ccfef7f142571e4f0b4c6aa4e6c66d012bb3d0cf526a854a8440724a2838e1,b7faa5b885b41898600fc0346af01157dfe9859be4cad07caa2f46dabc3eb156,4,all_pair_lexicographic,2,66125680,300000,30.0,True,solved,0.1268043000018224,304,288,288,4600,4065,145,9,62,0.007014899980276823,6dd7de846866f0a246b0ba90bd2e95862634d24526a7120336db49983a66132e,True
d16-c0-h4-s21864815,16,0,21864815,4,12,48ccfef7f142571e4f0b4c6aa4e6c66d012bb3d0cf526a854a8440724a2838e1,b7faa5b885b41898600fc0346af01157dfe9859be4cad07caa2f46dabc3eb156,4,lexicographic,2,66125680,300000,30.0,True,solved,0.09469109994824976,256,240,240,4016,3668,55,4,0,0.0,6dd7de846866f0a246b0ba90bd2e95862634d24526a7120336db49983a66132e,True
d16-c0-h4-s21864815,16,0,21864815,4,12,48ccfef7f142571e4f0b4c6aa4e6c66d012bb3d0cf526a854a8440724a2838e1,b7faa5b885b41898600fc0346af01157dfe9859be4cad07caa2f46dabc3eb156,8,all_pair_lexicographic,0,50125654,300000,30.0,True,solved,0.09893420001026243,8,0,0,1536,562,421,4,8,0.013382400036789477,6dd7de846866f0a246b0ba90bd2e95862634d24526a7120336db49983a66132e,True
d16-c0-h4-s21864815,16,0,21864815,4,12,48ccfef7f142571e4f0b4c6aa4e6c66d012bb3d0cf526a854a8440724a2838e1,b7faa5b885b41898600fc0346af01157dfe9859be4cad07caa2f46dabc3eb156,8,lexicographic,0,50125654,300000,30.0,True,solved,0.795275199925527,228,220,220,29696,28722,421,4,0,0.0,6dd7de846866f0a246b0ba90bd2e95862634d24526a7120336db49983a66132e,True
d16-c0-h4-s21864815,16,0,21864815,4,12,48ccfef7f142571e4f0b4c6aa4e6c66d012bb3d0cf526a854a8440724a2838e1,b7faa5b885b41898600fc0346af01157dfe9859be4cad07caa2f46dabc3eb156,8,all_pair_lexicographic,1,60125673,300000,30.0,True,solved,0.09009730000980198,8,0,0,1536,562,421,4,8,0.013215099927037954,6dd7de846866f0a246b0ba90bd2e95862634d24526a7120336db49983a66132e,True
d16-c0-h4-s21864815,16,0,21864815,4,12,48ccfef7f142571e4f0b4c6aa4e6c66d012bb3d0cf526a854a8440724a2838e1,b7faa5b885b41898600fc0346af01157dfe9859be4cad07caa2f46dabc3eb156,8,lexicographic,1,60125673,300000,30.0,True,solved,0.7958329999819398,228,220,220,29696,28722,421,4,0,0.0,6dd7de846866f0a246b0ba90bd2e95862634d24526a7120336db49983a66132e,True
d16-c0-h4-s21864815,16,0,21864815,4,12,48ccfef7f142571e4f0b4c6aa4e6c66d012bb3d0cf526a854a8440724a2838e1,b7faa5b885b41898600fc0346af01157dfe9859be4cad07caa2f46dabc3eb156,8,all_pair_lexicographic,2,70125692,300000,30.0,True,solved,0.09317030000966042,8,0,0,1536,562,421,4,8,0.010615599807351828,6dd7de846866f0a246b0ba90bd2e95862634d24526a7120336db49983a66132e,True
d16-c0-h4-s21864815,16,0,21864815,4,12,48ccfef7f142571e4f0b4c6aa4e6c66d012bb3d0cf526a854a8440724a2838e1,b7faa5b885b41898600fc0346af01157dfe9859be4cad07caa2f46dabc3eb156,8,lexicographic,2,70125692,300000,30.0,True,solved,0.8416333000641316,228,220,220,29696,28722,421,4,0,0.0,6dd7de846866f0a246b0ba90bd2e95862634d24526a7120336db49983a66132e,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,2,all_pair_lexicographic,0,44125637,300000,30.0,True,solved,0.14947850001044571,1259,1227,1227,5016,3656,48,10,548,0.023602500557899475,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,2,lexicographic,0,44125637,300000,30.0,True,solved,0.05491549998987466,522,490,490,2080,1510,17,4,0,0.0,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,2,all_pair_lexicographic,1,54125656,300000,30.0,True,solved,0.14738919993396848,1259,1227,1227,5016,3656,48,10,548,0.023252101615071297,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,2,lexicographic,1,54125656,300000,30.0,True,solved,0.049953000037930906,522,490,490,2080,1510,17,4,0,0.0,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,2,all_pair_lexicographic,2,64125675,300000,30.0,True,solved,0.14904430008027703,1259,1227,1227,5016,3656,48,10,548,0.02313590026460588,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,2,lexicographic,2,64125675,300000,30.0,True,solved,0.049277400015853345,522,490,490,2080,1510,17,4,0,0.0,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,4,all_pair_lexicographic,0,46125643,300000,30.0,True,solved,0.16849379998166114,468,452,452,7256,6579,117,10,72,0.009104400174692273,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,4,lexicographic,0,46125643,300000,30.0,True,solved,0.07529309997335076,231,215,215,3624,3291,43,4,0,0.0,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,4,all_pair_lexicographic,1,56125662,300000,30.0,True,solved,0.16958069999236614,468,452,452,7256,6579,117,10,72,0.008891199715435505,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,4,lexicographic,1,56125662,300000,30.0,True,solved,0.08012030005920678,231,215,215,3624,3291,43,4,0,0.0,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,4,all_pair_lexicographic,2,66125681,300000,30.0,True,solved,0.16549669997766614,468,452,452,7256,6579,117,10,72,0.008596300147473812,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,4,lexicographic,2,66125681,300000,30.0,True,solved,0.07951569999568164,231,215,215,3624,3291,43,4,0,0.0,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,8,all_pair_lexicographic,0,50125655,300000,30.0,True,solved,2.1276792000280693,584,576,576,76544,73139,2174,14,28,0.017706600483506918,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,8,lexicographic,0,50125655,300000,30.0,True,solved,0.765345299965702,205,197,197,26752,25778,310,4,0,0.0,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,8,all_pair_lexicographic,1,60125674,300000,30.0,True,solved,2.1538254000479355,584,576,576,76544,73139,2174,14,28,0.018079900182783604,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,8,lexicographic,1,60125674,300000,30.0,True,solved,0.7178259000647813,205,197,197,26752,25778,310,4,0,0.0,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,8,all_pair_lexicographic,2,70125693,300000,30.0,True,solved,2.0809900999302045,584,576,576,76544,73139,2174,14,28,0.02491760009434074,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c1-h4-s21864816,16,1,21864816,4,12,634b1b2d54c4314ea39c7f51035ef005ae6a2fbacd689a5ede8702bd536cd5a6,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,8,lexicographic,2,70125693,300000,30.0,True,solved,0.7388703000033274,205,197,197,26752,25778,310,4,0,0.0,f20b8509c9a648539b7301c2dfe55da4a46ec7a87477aeb9933a9e6583ce3c12,True
d16-c2-h4-s21864817,16,2,21864817,4,12,1f0fad482681da78b4bb128ffc8e315b5a3c3a91b504adceabdf9481ba8971d7,843ba0af4b6bb5c548b0225ed3da86b94527b40d8b4a48ffe465506ab4457dbe,2,all_pair_lexicographic,0,44125638,300000,30.0,True,solved,0.08780630002729595,725,693,693,2880,2054,53,10,345,0.013954600202850997,508fef64c77842ba7a6d9fa657c77b32ad32ff01edf24d538dc0cf1a38972361,True
d16-c2-h4-s21864817,16,2,21864817,4,12,1f0fad482681da78b4bb128ffc8e315b5a3c3a91b504adceabdf9481ba8971d7,843ba0af4b6bb5c548b0225ed3da86b94527b40d8b4a48ffe465506ab4457dbe,2,lexicographic,0,44125638,300000,30.0,True,solved,0.05575559998396784,609,577,577,2428,1776,20,4,0,0.0,508fef64c77842ba7a6d9fa657c77b32ad32ff01edf24d538dc0cf1a38972361,True
d16-c2-h4-s21864817,16,2,21864817,4,12,1f0fad482681da78b4bb128ffc8e315b5a3c3a91b504adceabdf9481ba8971d7,843ba0af4b6bb5c548b0225ed3da86b94527b40d8b4a48ffe465506ab4457dbe,2,all_pair_lexicographic,1,54125657,300000,30.0,True,solved,0.11901070002932101,725,693,693,2880,2054,53,10,345,0.01857329928316176,508fef64c77842ba7a6d9fa657c77b32ad32ff01edf24d538dc0cf1a38972361,True
d16-c2-h4-s21864817,16,2,21864817,4,12,1f0fad482681da78b4bb128ffc8e315b5a3c3a91b504adceabdf9481ba8971d7,843ba0af4b6bb5c548b0225ed3da86b94527b40d8b4a48ffe465506ab4457dbe,2,lexicographic,1,54125657,300000,30.0,True,solved,0.05855179997161031,609,577,577,2428,1776,20,4,0,0.0,508fef64c77842ba7a6d9fa657c77b32ad32ff01edf24d538dc0cf1a38972361,True
d16-c2-h4-s21864817,16,2,21864817,4,12,1f0fad482681da78b4bb128ffc8e315b5a3c3a91b504adceabdf9481ba8971d7,843ba0af4b6bb5c548b0225ed3da86b94527b40d8b4a48ffe465506ab4457dbe,2,all_pair_lexicographic,2,64125676,300000,30.0,True,solved,0.07858079997822642,725,693,693,2880,2054,53,10,345,0.01265199959743768,508fef64c77842ba7a6d9fa657c77b32ad32ff01edf24d538dc0cf1a38972361,True
d16-c2-h4-s21864817,16,2,21864817,4,12,1f0fad482681da78b4bb128ffc8e315b5a3c3a91b504adceabdf9481ba8971d7,843ba0af4b6bb5c548b0225ed3da86b94527b40d8b4a48ffe465506ab4457dbe,2,lexicographic,2,64125676,300000,30.0,True,solved,0.05420010001398623,609,577,577,2428,1776,20,4,0,0.0,508fef64c77842ba7a6d9fa657c77b32ad32ff01edf24d538dc0cf1a38972361,True
d16-c2-h4-s21864817,16,2,21864817,4,12,1f0fad482681da78b4bb128ffc8e315b5a3c3a91b504adceabdf9481ba8971d7,843ba0af4b6bb5c548b0225ed3da86b94527b40d8b4a48ffe465506ab4457dbe,4,all_pair_lexicographic,0,46125644,300000,30.0,True,solved,0.07258059992454946,205,189,189,3112,2689,127,9,49,0.004768100217916071,508fef64c77842ba7a6d9fa657c77b32ad32ff01edf24d538dc0cf1a38972361,True
d16-c2-h4-s21864817,16,2,21864817,4,12,1f0fad482681da78b4bb128ffc8e315b5a3c3a91b504adceabdf9481ba8971d7,843ba0af4b6bb5c548b0225ed3da86b94527b40d8b4a48ffe465506ab4457dbe,4,lexicographic,0,46125644,300000,30.0,True,solved,0.09225270000752062,268,252,252,4224,3859,56,4,0,0.0,508fef64c77842ba7a6d9fa657c77b32ad32ff01edf24d538dc0cf1a38972361,True
d16-c2-h4-s21864817,16,2,21864817,4,12,1f0fad482681da78b4bb128ffc8e315b5a3c3a91b504adceabdf9481ba8971d7,843ba0af4b6bb5c548b0225ed3da86b94527b40d8b4a48ffe465506ab4457dbe,4,all_pair_lexicographic,1,56125663,300000,30.0,True,solved,0.07810789998620749,205,189,189,3112,2689,127,9,49,0.005205799825489521,508fef64c77842ba7a6d9fa657c77b32ad32ff01edf24d538dc0cf1a38972361,True
d16-c2-h4-s21864817,16,2,21864817,4,12,1f0fad482681da78b4bb128ffc8e315b5a3c3a91b504adceabdf9481ba8971d7,843ba0af4b6bb5c548b0225ed3da86b94527b40d8b4a48ffe465506ab4457dbe,4,lexicographic,1,56125663,300000,30.0,True,solved,0.0986902000149712,268,252,252,4224,3859,56,4,0,0.0,508fef64c77842ba7a6d9fa657c77b32ad32ff01edf24d538dc0cf1a38972361,True
d16-c2-h4-s21864817,16,2,21864817,4,12,1f0fad482681da78b4bb128ffc8e315b5a3c3a91b504adceabdf9481ba8971d7,843ba0af4b6bb5c548b0225ed3da86b94527b40d8b4a48ffe465506ab4457dbe,4,all_pair_lexicographic,2,66125682,300000,30.0,True,solved,0.07730369991622865,205,189,189,3112,2689,127,9,49,0.0056460004998371005,508fef64c77842ba7a6d9fa657c77b32ad32ff01edf24d538dc0cf1a38972361,True
d16-c2-h4-s21864817,16,2,21864817,4,12,1f0fad482681da78b4bb128ffc8e315b5a3c3a91b504adceabdf9481ba8971d7,843ba0af4b6bb5c548b0225ed3da86b94527b40d8b4a48ffe465506ab4457dbe,4,lexicographic,2,66125682,300000,30.0,True,solved,0.10618749994318932,268,252,252,4224,3859,56,4,0,0.0,508fef64c77842ba7a6d9fa657c77b32ad32ff01edf24d538dc0cf1a38972361,True
d16-c2-h4-s21864817,16,2,21864817,4,12,1f0fad482681da78b4bb128ffc8e315b5a3c3a91b504adceabdf9481ba8971d7,843ba0af4b6bb5c548b0225ed3da86b94527b40d8b4a48ffe465506ab4457dbe,8,all_pair_lexicographic,0,50125656,300000,30.0,True,solved,0.6173082999885082,178,170,170,23808,21862,1223,8,16,0.013799199950881302,508fef64c77842ba7a6d9fa657c77b32ad32ff01edf24d538dc0cf1a38972361,True
d16-c2-h4-s21864817,16,2,21864817,4,12,1f0fad482681da78b4bb128ffc8e315b5a3c3a91b504adceabdf9481ba8971d7,843ba0af4b6bb5c548b0225ed3da86b94527b40d8b4a48ffe465506ab4457dbe,8,lexicographic,0,50125656,300000,30.0,True,solved,0.8848209000425413,241,233,233,31360,30386,420,4,0,0.0,508fef64c77842ba7a6d9fa657c77b32ad32ff01edf24d538dc0cf1a38972361,True
d16-c2-h4-s21864817,16,2,21864817,4,12,1f0fad482681da78b4bb128ffc8e315b5a3c3a91b504adceabdf9481ba8971d7,843ba0af4b6bb5c548b0225ed3da86b94527b40d8b4a48ffe465506ab4457dbe,8,all_pair_lexicographic,1,60125675,300000,30.0,True,solved,0.7249264999991283,178,170,170,23808,21862,1223,8,16,0.010265100048854947,508fef64c77842ba7a6d9fa657c77b32ad32ff01edf24d538dc0cf1a38972361,True
d16-c2-h4-s21864817,16,2,21864817,4,12,1f0fad482681da78b4bb128ffc8e315b5a3c3a91b504adceabdf9481ba8971d7,843ba0af4b6bb5c548b0225ed3da86b94527b40d8b4a48ffe465506ab4457dbe,8,lexicographic,1,60125675,300000,30.0,True,solved,0.7814166999887675,241,233,233,31360,30386,420,4,0,0.0,508fef64c77842ba7a6d9fa657c77b32ad32ff01edf24d538dc0cf1a38972361,True
d16-c2-h4-s21864817,16,2,21864817,4,12,1f0fad482681da78b4bb128ffc8e315b5a3c3a91b504adceabdf9481ba8971d7,843ba0af4b6bb5c548b0225ed3da86b94527b40d8b4a48ffe465506ab4457dbe,8,all_pair_lexicographic,2,70125694,300000,30.0,True,solved,0.7265864000655711,178,170,170,23808,21862,1223,8,16,0.013755799969658256,508fef64c77842ba7a6d9fa657c77b32ad32ff01edf24d538dc0cf1a38972361,True
d16-c2-h4-s21864817,16,2,21864817,4,12,1f0fad482681da78b4bb128ffc8e315b5a3c3a91b504adceabdf9481ba8971d7,843ba0af4b6bb5c548b0225ed3da86b94527b40d8b4a48ffe465506ab4457dbe,8,lexicographic,2,70125694,300000,30.0,True,solved,0.7389902999857441,241,233,233,31360,30386,420,4,0,0.0,508fef64c77842ba7a6d9fa657c77b32ad32ff01edf24d538dc0cf1a38972361,True
d16-c3-h4-s21864818,16,3,21864818,4,12,52e361edb8f6a1e014649e53d70b17fed3a688c3a33698cd8d354ea79a5648e2,a09a081504121688a8ae053bbe9f7844bd3655e94537cfbb711998b705f5da13,2,all_pair_lexicographic,0,44125639,300000,30.0,True,solved,0.15266609995160252,1289,1257,1257,5136,3746,47,10,570,0.024088499951176345,62531babf2974519c23748f6f8d3c31e266eb7a5f8464ade7167c65d4a2f9a46,True
d16-c3-h4-s21864818,16,3,21864818,4,12,52e361edb8f6a1e014649e53d70b17fed3a688c3a33698cd8d354ea79a5648e2,a09a081504121688a8ae053bbe9f7844bd3655e94537cfbb711998b705f5da13,2,lexicographic,0,44125639,300000,30.0,True,solved,0.04408690007403493,497,465,465,1980,1435,22,4,0,0.0,62531babf2974519c23748f6f8d3c31e266eb7a5f8464ade7167c65d4a2f9a46,True
d16-c3-h4-s21864818,16,3,21864818,4,12,52e361edb8f6a1e014649e53d70b17fed3a688c3a33698cd8d354ea79a5648e2,a09a081504121688a8ae053bbe9f7844bd3655e94537cfbb711998b705f5da13,2,all_pair_lexicographic,1,54125658,300000,30.0,True,solved,0.14959909999743104,1289,1257,1257,5136,3746,47,10,570,0.023403699160553515,62531babf2974519c23748f6f8d3c31e266eb7a5f8464ade7167c65d4a2f9a46,True
d16-c3-h4-s21864818,16,3,21864818,4,12,52e361edb8f6a1e014649e53d70b17fed3a688c3a33698cd8d354ea79a5648e2,a09a081504121688a8ae053bbe9f7844bd3655e94537cfbb711998b705f5da13,2,lexicographic,1,54125658,300000,30.0,True,solved,0.056948100100271404,497,465,465,1980,1435,22,4,0,0.0,62531babf2974519c23748f6f8d3c31e266eb7a5f8464ade7167c65d4a2f9a46,True
d16-c3-h4-s21864818,16,3,21864818,4,12,52e361edb8f6a1e014649e53d70b17fed3a688c3a33698cd8d354ea79a5648e2,a09a081504121688a8ae053bbe9f7844bd3655e94537cfbb711998b705f5da13,2,all_pair_lexicographic,2,64125677,300000,30.0,True,solved,0.1600006999215111,1289,1257,1257,5136,3746,47,10,570,0.02507500012870878,62531babf2974519c23748f6f8d3c31e266eb7a5f8464ade7167c65d4a2f9a46,True
d16-c3-h4-s21864818,16,3,21864818,4,12,52e361edb8f6a1e014649e53d70b17fed3a688c3a33698cd8d354ea79a5648e2,a09a081504121688a8ae053bbe9f7844bd3655e94537cfbb711998b705f5da13,2,lexicographic,2,64125677,300000,30.0,True,solved,0.05223429994657636,497,465,465,1980,1435,22,4,0,0.0,62531babf2974519c23748f6f8d3c31e266eb7a5f8464ade7167c65d4a2f9a46,True
d16-c3-h4-s21864818,16,3,21864818,4,12,52e361edb8f6a1e014649e53d70b17fed3a688c3a33698cd8d354ea79a5648e2,a09a081504121688a8ae053bbe9f7844bd3655e94537cfbb711998b705f5da13,4,all_pair_lexicographic,0,46125645,300000,30.0,True,solved,0.1970173999434337,539,523,523,8368,7582,147,10,78,0.010255199857056141,62531babf2974519c23748f6f8d3c31e266eb7a5f8464ade7167c65d4a2f9a46,True
d16-c3-h4-s21864818,16,3,21864818,4,12,52e361edb8f6a1e014649e53d70b17fed3a688c3a33698cd8d354ea79a5648e2,a09a081504121688a8ae053bbe9f7844bd3655e94537cfbb711998b705f5da13,4,lexicographic,0,46125645,300000,30.0,True,solved,0.07125779998023063,223,207,207,3488,3163,58,4,0,0.0,62531babf2974519c23748f6f8d3c31e266eb7a5f8464ade7167c65d4a2f9a46,True
